,Event Description,Year,Date Event Began,Time Event Began,Date of Restoration,Time of Restoration,Respondent,Geographic Areas,NERC Region,Demand Loss (MW),Number of Customers Affected,Tags,lat,lon,,
1442,Hurricane Frances,2004,9/5/2004,7:00 a.m.,9/12/2004,12:00 a.m.,Progress Energy Florida,Florida,FRCC,"2,100","832,898","severe weather, hurricane/tropical storm",27.994402,-81.760254,,
1443,Hurricane Frances,2004,9/4/2004,8:00 a.m.,9/6/2004,8:00 a.m.,Florida Power & Light,Florida,FRCC,"6,000","2,775,093","severe weather, hurricane/tropical storm",27.994402,-81.760254,,
1444,Hurricane Frances,2004,9/4/2004,10:00 a.m.,9/12/2004,7:00 p.m.,Tampa Electric Company,Florida,FRCC,"1,100","268,000","severe weather, hurricane/tropical storm",27.994402,-81.760254,,
1445,Hurricane Frances,2004,9/3/2004,9:00 p.m.,9/5/2004,2:00 p.m.,Fort Pierce Utilities Authority,Florida,FRCC,125,"26,000","severe weather, hurricane/tropical storm",27.994402,-81.760254,,
1446,Tropical Storm Gaston,2004,8/30/2004,6:58 p.m.,8/31/2004,3:35 p.m.,Dominion - Virginia Power/North Carolina Power,"Virginia, North Carolina, South Carolina",SERC,150,"99,816","severe weather, hurricane/tropical storm",37.926868,-78.024902,,
1447,Tropical Storm Gaston,2004,8/29/2004,9:52 a.m.,8/29/2004,6:00 p.m.,South Carolina Electric and Gas Company,South Carolina,SERC,450,"125,000","severe weather, hurricane/tropical storm",33.836082,-81.163727,,
1448,Major Transmission Line Tripped due to Lightning Strike,2004,8/20/2004,3:31 p.m.,8/20/2004,9:45 p.m.,National Grid USA,Massachusetts,NPCC,"22,700","380,000","severe weather, thunderstorm, transmission interruption",42.407211,-71.382439,,
1449,Hurricane Charley,2004,8/14/2004,1:00 p.m.,8/14/2004,11:00 p.m.,Progress Energy - Carolinas,"North Carolina, South Carolina",SERC,500,"94,000","severe weather, hurricane/tropical storm",35.782169,-80.793457,,
1450,Hurricane Charley,2004,8/13/2004,4:43 p.m.,8/13/2004,8:24 p.m.,Tampa Electric Company,Florida,FRCC,250,"78,000","severe weather, hurricane/tropical storm",27.994402,-81.760254,,
1451,Hurricane Charley,2004,8/13/2004,10:04 p.m.,8/14/2004,4:23 p.m.,"Utilities Commission, City of New Smyrna Beach",Florida,FRCC,65,"23,000","severe weather, hurricane/tropical storm",27.994402,-81.760254,,
1452,Hurricane Charley,2004,8/13/2004,8:00 a.m.,8/23/2004,12:00 a.m,Progress Energy Florida,Florida,FRCC,"1,300","502,000","severe weather, hurricane/tropical storm",27.994402,-81.760254,,
1453,Hurricane Charley,2004,8/13/2004,1:30 p.m.,8/13/2004,12 a.m.,Seminole Electric Cooperative,Florida,FRCC,700,"200,000","severe weather, hurricane/tropical storm",27.994402,-81.760254,,
1454,Hurricane Charley,2004,8/13/2004,3:00 p.m.,8/13/2004,11:00 p.m.,Florida Power & Light,Florida,FRCC,"1,400","1,200,000","severe weather, hurricane/tropical storm",27.994402,-81.760254,,
1455,Two Large Units Tripped,2004,8/9/2004,8:23 a.m.,8/9/2004,11:10 a.m.,Puerto Rico Electric Power Authority,Puerto Rico,PR,451.7,"259,478",generator trip,18.2208,66.5901,,
1456,Fault at Barre Substation,2004,8/4/2004,12:46 p.m.,8/4/2004,1:50 p.m.,Southern California Edison,California,WECC,480,"182,000",equipment failure,36.778259,-119.417931,,
1457,Severe Storm,2004,8/3/2004,9:00 p.m.,8/4/2004,7:00 a.m.,Commonwealth Edison,Illinois,MAIN,127,"127,000","severe weather, storm",40,-89,,
1458,Unplanned Generator Outage/High Loads Made Public Appeal,2004,8/2/2004,10:00 a.m.,8/2/2004,8:00 p.m.,Entergy Transmission,Texas,SPP,-,-,"generator trip, public appeal, load shedding",31,-100,,
1459,Severe Storms,2004,7/25/2004,10:00 p.m.,7/25/2004,11:00 p.m.,Southern Company,"Georgia, Alabama, Florida, Mississippi",SERC,61,"61,004","severe weather, storm",33.247875,-83.441162,,
1460,Public Appeal,2004,7/24/2004,3:45 p.m.,7/25/2004,9:00 p.m.,Entergy Transmission,Louisiana,SPP,-,-,public appeal,30.39183,-92.329102,,
1461,Severe Thunderstorms,2004,7/21/2004,5:30 p.m.,7/22/2004,7:00 p.m.,Commonwealth Edison,Illinois,MAIN,Approx. 200,"200,000","severe weather, thunderstorm",40,-89,,
1462,Wildfire,2004,7/20/2004,3:44 p.m.,7/20/2004,5:51 p.m.,Puerto Rico Electric Power Authority,Puerto Rico,PR,200,"61,624",wild fire,18.2208,66.5901,,
1463,Wildfire/Shed Interruptible Load,2004,7/20/2004,2:26 p.m.,7/21/2004,2:00 a.m.,Southern California Edison,California,WECC,214,-,"wild fire, load shedding",36.778259,-119.417931,,
1464,Severe Thunderstorms,2004,7/13/2004,4:30 p.m.,7/17/2004,8:00 a. m.,Cinergy Services,Indiana,ECAR,600,"135,000","severe weather, thunderstorm",40.273502,-86.126976,,
1465,Units Tripped,2004,7/13/2004,1:34 p.m.,7/13/2004,5:15 p.m.,City of Tallahassee,Florida,FRCC,283,"42,124",generator trip,27.994402,-81.760254,,
1466,Severe Thunderstorms,2004,7/7/2004,1:30 p.m.,7/7/2004,11:54 p.m.,Dominion - Virginia Power/North Carolina Power,Virginia,SERC,120,"88,110","severe weather, thunderstorm",37.926868,-78.024902,,
1467,Fire/Substation Multiple Public Appeals,2004,7/6/2004,6:00 a.m.,8/9/2004,12:00 p.m.,Salt River Project,Arizona,WECC,-,-,"wild fire, public appeal",34.048927,-111.093735,,
1468,Fire/Substation Multiple Public Appeals,2004,7/6/2004,6:00 a.m.,8/9/2004,12:00 p.m.,Arizona Public Service,Arizona,WECC,-,-,"wild fire, public appeal",34.048927,-111.093735,,
1469,Thunderstorms,2004,6/23/2004,7:00 p.m.,6/23/2004,8:00 p.m.,Southern Company,"Georgia, Alabama",SERC,50,"50,595","severe weather, thunderstorm",33.247875,-83.441162,,
1470,Load Shedding,2004,6/23/2004,5:35 p.m.,6/23/2004,7:10 p.m.,Idaho Power Company,Idaho,WECC,157,"35,000",load shedding,44.068203,-114.742043,,
1471,Fault on Line,2004,6/14/2004,7:41 a.m.,6/14/2004,2:39 p.m.,Arizona Public Service,Arizona,WECC,200,"30,000",equipment failure,34.048927,-111.093735,,
1472,Tornado,2004,6/12/2004,5:37 p.m.,6/12/2004,5:41 p.m.,Lincoln Electric System,Nebraska,MAPP,428,"120,212","severe weather, tornado",41.5,-100,,
1473,Severe Thunderstorms with Strong Winds,2004,6/2/2004,2:35 a.m.,6/6/2004,6:00 p.m.,American Electric Power,Oklahoma,ECAR,280,"56,874","severe weather, thunderstorm",36.084621,-96.921387,,
1474,Severe  Thunderstorms with Strong Winds,2004,6/2/2004,1:46 a.m.,6/7/2004,4:00 p.m.,American Electric Power,Louisiana,ECAR,350,"59,057","severe weather, thunderstorm",30.39183,-92.329102,,
1475,Severe Storms with Strong Winds,2004,6/1/2004,5:00 p.m.,6/2/2004,1:00 a.m.,TXU Electric Delivery,Texas,ERCOT,"1,900","500,000","severe weather, wind",31,-100,,
1476,Public Appeals,2004,5/28/2004,12:00 p.m.,5/31/2004,12:00 a.m.,Seminole Electric Cooperative,Florida,FRCC,0,0,public appeal,27.994402,-81.760254,,
1477,Public Appeals,2004,5/28/2004,12:00 p.m.,5/31/2004,12:00 a.m.,City of Tallahassee,Florida,FRCC,0,0,public appeal,27.994402,-81.760254,,
1478,Public Appeals,2004,5/28/2004,12:00 p.m.,5/31/2004,12:00 a.m.,Progress Energy Florida,Florida,FRCC,0,0,public appeal,27.994402,-81.760254,,
1479,Severe Thunderstorms,2004,5/21/2004,11:00 a.m.,5/26/2004,9:00 p.m.,American Electric Power,Michigan,ECAR,303,"122,600","severe weather, thunderstorm",44.182205,-84.506836,,
1480,Severe Thunderstorms,2004,5/21/2004,4:00  p.m.,5/24/2004,8:00 p.m.,Detroit Edison,Michigan,ECAR,630,"Greater than 250,000","severe weather, thunderstorm",44.182205,-84.506836,,
1481,Severe Thunderstorms,2004,5/21/2004,1:00 p.m.,5/25/2004,12:00 p.m.,Consumers Energy,Michigan,ECAR,200,"248,209","severe weather, thunderstorm",44.182205,-84.506836,,
1482,High Winds and Heavy Rains,2004,5/21/2004,5:30 a.m.,5/25/2004,12:00 a.m.,Allegheny Power,"Pennsylvania, West Virginia, Maryland, Virginia",MAAC,"60 at peak, total 162","94,366 at peak, total 225,353","severe weather, wind, rain",41.203323,-77.194527,,
1483,Severe Thunderstorms,2004,5/21/2004,2:00 a.m.,5/24/2004,12:00 a.m.,Ohio Edison,Ohio,ECAR,"133 on 5/21/04  between 3:00 a.m. and 4:00  a.m., 392 on 5/21/04 between 4:00 p.m. and 5:00 p.m.","281,000","severe weather, thunderstorm",40.367474,-82.996216,,
1484,Severe Thunderstorms,2004,5/21/2004,2:00 a.m.,5/24/2004,12:00 a.m.,Cleveland Electric Illuminating Company,Ohio,ECAR,177 on 5/21/04 between 3:00 p.m. and 5:00 p.m.,"127,000","severe weather, thunderstorm",40.367474,-82.996216,,
1485,Strong Thunderstorms,2004,5/11/2004,3:30 p.m.,5/11/2004,6:00 p.m.,CenterPoint Energy,Texas,ERCOT,Approx. 85,"62,500 at peak","severe weather, thunderstorm",31,-100,,
1486,Heat Storm,2004,5/3/2004,2:30 p.m.,5/3/2004,7:00 p.m.,Southern California Edison,California,WECC,662,Approx. 940,"severe weather, heat",36.778259,-119.417931,,
1487,Strong Winds,2004,4/27/2004,12:35 p.m.,4/30/2004,12:00 p.m.,Snohomish County PUD #1,Washington,WECC,Approx. 300,"187,000","severe weather, wind",47.751076,-120.740135,,
1488,Storm with High Winds,2004,4/12/2004,5:30 a.m.,4/12/2004,10:15 a.m.,Florida Power & Light,Florida,FRCC,250,"179,000","severe weather, wind",27.994402,-81.760254,,
1489,Thunderstorms,2004,4/10/2004,8:00 p.m.,4/11/2004,4:00 p.m.,CenterPoint Energy,Texas,ERCOT,Approx. 100,"85,000 at peak","severe weather, thunderstorm",31,-100,,
1490,Faulty Switch,2004,3/17/2004,1:27 p.m.,3/17/2004,2:06 p.m.,El Paso Electric Company,Texas,WECC,Approx. 300,"Approx. 100,000",equipment failure,31,-100,,
1491,Inadequate Resources,2004,3/8/2004,6:22 p.m.,3/8/2004,6:55 p.m.,Southern California Edison,California,WECC,300,"Approx. 70,000",fuel supply emergency,36.778259,-119.417931,,
1492,Severe Storm,2004,3/7/2004,6:30 p.m.,3/9/2004,8:00 a.m.,Duke Energy Company/Duke Power Control Area,"North Carolina, South Carolina",SERC,"1,000","206,000","severe weather, storm",35.782169,-80.793457,,
1493,High Winds - Severe Storm,2004,3/4/2004,5:00 a.m.,3/16/2004,2:45 p.m.,Electric Reliability Council of Texas,Texas,ERCOT,Less than 300,"63,000","severe weather, wind",31,-100,,
1494,Severe Storm,2004,2/26/2004,12:00 a.m.,2/26/2004,1:30 a.m.,Southern Company,Georgia,SERC,10,"47,165","severe weather, storm",33.247875,-83.441162,,
1495,Winter Storm,2004,2/25/2004,12:01 a.m.,2/26/2004,10:00 a.m.,Pacific Gas and Electric  Company,California,WECC,240,"505,000","severe weather, winter storm",36.778259,-119.417931,,
1496,Lightning struck Intertie Breaker,2004,2/17/2004,2:25 p.m.,2/17/2004,11:57 p.m.,Crockett Cogeneration,California,WECC,220,PG&E,"severe weather, thunderstorm",36.778259,-119.417931,,
1497,Public Appeal to Reduce Load,2004,2/14/2004,8:00 p.m.,2/16/2004,12 noon,National Grid (Niagara Mohawk),New York,NPCC,Approx. 30,"18,600",public appeal,43,-75,,
1498,Ice Storm,2004,2/5/2004,8:00 p.m.,2/9/2004,8:00 p.m.,Allegheny Power,"Maryland, West Virginia, Virginia, Pennsylvania",MAAC,60,"87,456","severe weather, winter storm",39.045753,-76.641273,,
1499,Ice Storm,2004,1/28/2004,1:09 p.m.,1/29/2004,5:00 a.m.,Baltimore Gas & Electric Company,Maryland,MAAC,Approx. 300,"Approx. 70,000","severe weather, winter storm",39.045753,-76.641273,,
1500,Ice Storm,2004,1/26/2004,2:00 p.m.,1/27/2004,8:00 p.m.,Southern Company,Georgia,SERC,Less than 150,"30,689","severe weather, winter storm",33.247875,-83.441162,,
1501,Ice Storm,2004,1/26/2004,10:00 a.m.,1/28/2004,8:00 a.m.,South Carolina Electric and Gas,South Carolina,SERC,500-700,"150,000","severe weather, winter storm",33.836082,-81.163727,,
1502,Ice Storm,2004,1/26/2004,4:00 p.m.,1/29/2004,6:30 a.m.,Progress Energy - Carolinas (Carolina Power and Light),"North Carolina, South Carolina",SERC,475,"9,905","severe weather, winter storm",35.782169,-80.793457,,
1503,Public Appeal to Reduce Load,2004,1/14/2004,6:00 a.m.,1/17/2004,12:00 noon,National Grid (New York),New York,NPCC,100,"18,600",public appeal,43,-75,,
1504,Public Appeal to Reduce Load,2004,1/8/2004,3:00 p.m.,1/10/2004,7:00 p.m.,National Grid (New York),New York,NPCC,100,"18,600",public appeal,43,-75,,
1505,Snow Storm,2004,1/7/2004,Midnight,1/10/2004,5:00 p.m.,Puget Sound Energy,Washington,WECC,150,"145,000","severe weather, winter storm",47.751076,-120.740135,,
1506,Winter Storm,2004,1/1/2004,7:30 a.m.,1/2/2004,4:00 p.m.,Pacific Gas and Electric Company,California,WECC,170,"263,000","severe weather, winter storm",36.778259,-119.417931,,
1507,Winter Storm,2003,12/28/2003,9:00 p.m.,1/1/2004,11:30 a.m.,Pacific Gas and Electric,California,WECC,160,"241,000","severe weather, winter storm",36.778259,-119.417931,,
1508,Earthquake,2003,12/22/2003,11:15 a.m.,12/22/2003,11:16 a.m.,Pacific Gas and Electric,California,WECC,220,"109,750",earthquake,36.778259,-119.417931,,
1509,Cable Failure,2003,12/20/2003,3:51 p.m.,12/21/2003,11:45 p.m.,Pacific Gas and Electric,California,WECC,150,"120,000",equipment failure,36.778259,-119.417931,,
1510,Transmission Equipment,2003,12/5/2003,7:00 a.m.,12/5/2003,8:00 p.m.,Upper Peninsula Power Company,"Wisconsin, Michigan",MAIN,14,2,transmission interruption,44.5,-89.5,,
1511,Transmission Equipment,2003,12/5/2003,4:49 a.m.,12/5/2003,6:25 a.m.,City of Homestead,Florida,FRCC,27,"16,500",transmission interruption,27.994402,-81.760254,,
1512,Fault on 138 KV line,2003,12/4/2003,10:15 p.m.,12/8/2003,8:30 a.m.,Wisconsin Electric Power Company,"Michigan, Wisconsin",MAIN,500,"36,000",equipment failure,44.182205,-84.506836,,
1513,Fault on 138 KV line,2003,12/4/2003,10:34 p.m.,12/7/2003,8:30 a.m.,"American Transmission Company, LLC","Wisconsin, Michigan",MAIN,650,6 (utilities),equipment failure,44.5,-89.5,,
1514,High Winds,2003,12/4/2003,7:00 a.m.,12/8/2003,7:00 a.m.,Puget Sound Energy,Washington,WECC,175,"200,000 (Peak)","severe weather, wind",47.751076,-120.740135,,
1515,Wild Fire _ Transmission Equipment,2003,12/1/2003,6:16 p.m.,12/1/2003,8:11 p.m.,REMVEC,Massachusetts,NPCC,630,"300,000",,42.407211,-71.382439,,
1516,Major Wind Storm,2003,11/13/2003,11:00 a.m.,11/14/2003,7:30 a.m.,Potomac Electric Power Company (Pepco),Maryland,MAAC,Est. 400,"104,195 at 5:23 p.m. 11/13/03","severe weather, wind",39.045753,-76.641273,,
1517,Storm with High Winds,2003,11/13/2003,7:30 a.m.,11/14/2003,6:30 a.m.,Niagara Mohawk,New York,NPCC,Approx. 180,"50,280","severe weather, wind",43,-75,,
1518,High Winds,2003,11/13/2003,6:00 a.m.,11/16/2003,4:00 p.m.,Baltimore Gas and Electric,Maryland,MAAC,375,"110,000","severe weather, wind",39.045753,-76.641273,,
1519,Wind Storm,2003,11/13/2003,1:40 p.m.,11/13/2003,3:51 p.m.,Dominion-Virginia Power/ North Carolina Power,Virginia,SERC,300,"67,000","severe weather, wind",37.926868,-78.024902,,
1520,High Winds,2003,11/12/2003,5:00 p.m.,11/12/2003,7:00 p.m.,Com Ed,Illinois,MAIN,Est. 371.1,"51,000","severe weather, wind",40,-89,,
1521,Wind Storm,2003,11/12/2003,5:00 p.m.,11/16/2003,6:00 p.m.,Consumers Energy,Michigan,ECAR,75-90,"245,000","severe weather, wind",44.182205,-84.506836,,
1522,Storm with High Winds,2003,11/12/2003,6:00 p.m.,11/16/2003,5:00 p.m.,DTE Energy,Michigan,ECAR,Est. 75,"160,000","severe weather, wind",44.182205,-84.506836,,
1523,Tornado,2003,11/5/2003,3:16 p.m.,11/5/2003,3:54 p.m.,PJM Interconnection,"Maryland, Virginia",MAAC,350,1,"severe weather, tornado",39.045753,-76.641273,,
1524,Wild Fire,2003,10/26/2003,1:44 a.m.,11/18/2003,10:54 a.m.,San Diego Gas and Electric Company,California,WECC,,"108,000 (Dist. And Trans. Combined)",wild fire,36.778259,-119.417931,,
1525,Hurricane Isabel,2003,9/18/2003,4:20 p.m.,9/28/2003,6:00 p.m.,Potomac Electric Power Company (Pepco),Maryland,MAAC,,"Over 530,000 peak on 9/19/03","severe weather, hurricane/tropical storm",39.045753,-76.641273,,
1526,Hurricane Isabel,2003,9/18/2003,9:00 p.m.,9/21/2003,5:00 p.m.,PPL Electric Utilities,Pennsylvania,MAAC,"1,300","425,000","severe weather, hurricane/tropical storm",41.203323,-77.194527,,
1527,Hurricane Isabel,2003,9/18/2003,3:32 p.m.,9/19/2003,5:00 p.m.,Duke Energy Company/Duke Power Control Area,North Carolina,SERC,500-700,"Under 50,000","severe weather, hurricane/tropical storm",35.782169,-80.793457,,
1528,Hurricane Isabel,2003,9/18/2003,2:00 p.m.,9/24/2003,12:00 a.m.,Allegheny Power,"Maryland, West Virginia, Virginia, Pennsylvania",MAAC,"3,085","237,366","severe weather, hurricane/tropical storm",39.045753,-76.641273,,
1529,Hurricane Isabel,2003,9/18/2003,11:45 a.m.,9/18/2003,12:00 a.m.,Carolina Power and Light,North Carolina,SERC,peak 1655,"peak 320,00 9/18/03 7:00 p.m.","severe weather, hurricane/tropical storm",35.782169,-80.793457,,
1530,Hurricane Isabel,2003,9/18/2003,12:00 noon,9/26/2003,10:50 p.m.,Baltimore Gas and Electric,Maryland,MAAC,"2,000","650,000","severe weather, hurricane/tropical storm",39.045753,-76.641273,,
1531,Hurricane Isabel,2003,9/18/2003,8:20 a.m.,9/29/2003,10:42 p.m.,Dominion-Virginia Power/ North Carolina Power,"North Carolina, Virginia",SERC,"6,512",1.8 million,"severe weather, hurricane/tropical storm",35.782169,-80.793457,,
1532,Transmission  Equipment,2003,9/7/2003,5:19 a.m.,9/7/2003,6:00 p.m.,"American Transmission Company, LLC",Michigan,MAIN,310,4 (industrial),transmission interruption,44.182205,-84.506836,,
1533,Severe Thunderstorms,2003,8/26/2003,4:22 p.m.,8/31/2003,6:00 p.m.,Potomac Electric Power Company,Maryland,MAAC,"1,500","153,000","severe weather, thunderstorm",39.045753,-76.641273,,
1534,Severe Thunderstorms,2003,8/26/2003,4:00 p.m.,8/29/2003,12:00 p.m.,Baltimore Gas and Electric,Maryland,MAAC,625,"93,000 at peak 133,000 cumulative","severe weather, thunderstorm",39.045753,-76.641273,,
1535,Unknown *,2003,8/14/2003,4:11 p.m.,8/15/2003,9:03 p.m.,Consolidated Edison Co of  New York,New York,NPCC,"11,202","3,125,350",unknown,43,-75,,
1536,Unknown *,2003,8/14/2003,4:10 p.m.,8/16/2003,8:27 p.m.,First Energy Corporation,Ohio,ECAR,"7,000","1,203,000",unknown,40.367474,-82.996216,,
1537,Unknown *,2003,8/14/2003,4:09 p.m.,8/16/2003,7:00 a.m.,Detroit Edison,Michigan,ECAR,"11,000","2,100,000",unknown,44.182205,-84.506836,,
1538,Unknown *,2003,8/14/2003,4:10 p.m.,8/15/2003,6:00 a.m.,"PJM Interconnection, LLC","New Jersey, Pennsylvania",MAAC,"4,100 MW (Northern NJ) and 400 MW, (Erie,  PA) area",,unknown,39.833851,-74.871826,,
1539,Unknown *,2003,8/14/2003,3:00 p.m.,8/17/2003,5:00 p.m.,Midwest Independent System Operator,"Michigan, Ohio",ECAR,"Approx. 18,500 MW, in MISO area: First Energy 7,500, Detroit Edison 9,200, Consumers Energy 1,800",,unknown,44.182205,-84.506836,,
1540,Unknown *,2003,8/14/2003,4:10 p.m.,8/16/2003,3:45 a.m.,ISO New England,"Connecticut, Massachusetts, Vermont",NPCC,"2,500",,unknown,41.599998,-72.699997,,
1541,Unknown *,2003,8/14/2003,4:10 p.m.,8/18/2003,12:03 a.m.,New York Independent System Operator,New York,NPCC,"22,934",unknown,unknown,43,-75,,
1542,Unknown *,2003,8/14/2003,4:10 p.m.,8/14/2003,11:48 p.m.,Niagara Mohawk,"New York, Pennsylvania",NPCC,,"840,137",unknown,43,-75,,
1543,Unknown *,2003,8/14/2003,4:09 p.m.,8/16/2003,1:03 p.m.,Consumers Power,Michigan,ECAR,"1,007","101,000",unknown,44.182205,-84.506836,,
1544,Breaker Closed,2003,7/28/2003,6:55 p.m.,7/28/2003,8:35 p.m.,Arizona Public Service,Arizona,WECC,440,"90,000",equipment failure,34.048927,-111.093735,,
1545,Severe Storms,2003,7/21/2003,5:15 p.m.,7/24/2003,5:33 a.m.,PPL Electric Utilities,Pennsylvania,MAAC,500-1000,"185,000","severe weather, storm",41.203323,-77.194527,,
1546,Hurricane Claudette,2003,7/15/2003,8:24 a.m.,7/21/2003,10:30 a.m.,American Electric Power-Texas Central Company,Texas,ERCOT,230-300,"108,000","severe weather, hurricane/tropical storm",31,-100,,
1547,Severe Thunderstorms,2003,7/9/2003,5:14 p.m.,7/9/2003,7:09 p.m.,Dominion Virginia/North Carolina Power,Virginia,SERC,120,"80,000","severe weather, thunderstorm",37.926868,-78.024902,,
1548,Severe Thunderstorms,2003,7/8/2003,4:00 a.m.,7/11/2003,4:00 p.m.,American Electric Power,Ohio,ECAR,"11,000","134,500","severe weather, thunderstorm",40.367474,-82.996216,,
1549,Severe Thunderstorms,2003,7/7/2003,9:00 a.m.,7/7/2003,3:00 p.m.,Com Ed,Illinois,MAIN,,"72,000","severe weather, thunderstorm",40,-89,,
1550,Severe Storms,2003,7/5/2003,3:00 a.m.,7/5/2003,7:00 a.m.,Com Ed,Illinois,MAIN,80,"130,000","severe weather, storm",40,-89,,
1551,Severe Storms,2003,7/4/2003,11:41 p.m.,7/6/2003,9:00 p.m.,Cinergy,"Ohio, Indiana",ECAR,200,"55,142","severe weather, storm",40.367474,-82.996216,,
1552,Severe Thunderstorms,2003,7/4/2003,9:00 a.m.,7/6/2003,4:00 p.m.,Consumers Energy,Michigan,ECAR,75-90,"131,000","severe weather, thunderstorm",44.182205,-84.506836,,
1553,Severe Thunderstorms,2003,7/4/2003,6:00 a.m.,7/4/2003,10:00 a.m.,We Energies,Wisconsin,MAIN,150,"52,000","severe weather, thunderstorm",44.5,-89.5,,
1554,Unit Tripped,2003,7/2/2003,1:54 p.m.,7/2/2003,3:59 p.m.,Pacific Gas and Electric Company,California,WECC,200,1,generator trip,36.778259,-119.417931,,
